raceId,driverId,constructorId,number,grid,laps,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,q1,q2,q3,year,round,circuitId,podium
817,724,144,4,16,4,0,0,0,0,95,0,0,0,1952,1,66,0
817,627,6,12,20,2,0,0,0,0,3,0,0,0,1952,1,66,0
817,720,141,50,21,1,0,0,0,0,121,0,0,0,1952,1,66,0
817,642,6,32,4,51,0,0,0,0,121,0,0,0,1952,1,66,0
818,526,114,98,7,200,0,0,0,0,1,0,0,0,1952,2,19,1
818,509,113,59,10,200,0,0,0,0,1,0,0,0,1952,2,19,1
818,611,113,18,5,200,0,0,0,0,1,0,0,0,1952,2,19,1
818,518,110,1,6,200,0,0,0,0,1,0,0,0,1952,2,19,0
818,656,113,33,20,200,0,0,0,0,1,0,0,0,1952,2,19,0
818,525,113,77,21,200,0,0,0,0,1,0,0,0,1952,2,19,0
818,592,113,37,23,200,0,0,0,0,1,0,0,0,1952,2,19,0
